anomaly_type,warehouse_id,detection_date,observed_value,baseline_value,deviation,severity,description,flagged_at
operator_accuracy_drop,DHL-WH-IL02,2022-09-10,0.0,100.0,100.0,HIGH,Operator 30 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.228283
operator_accuracy_drop,DHL-WH-IL02,2023-03-19,0.0,100.0,100.0,HIGH,Operator 30 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.228323
operator_accuracy_drop,DHL-WH-NJ01,2022-05-08,0.0,100.0,100.0,HIGH,Operator 30 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.229265
operator_accuracy_drop,DHL-WH-NJ01,2022-06-22,0.0,96.6667,96.6667,HIGH,Operator 30 accuracy 0.00% is 96.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.229310
operator_accuracy_drop,DHL-WH-NJ01,2022-09-02,0.0,100.0,100.0,HIGH,Operator 30 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.229349
operator_accuracy_drop,DHL-WH-NJ01,2022-10-17,0.0,96.6667,96.6667,HIGH,Operator 30 accuracy 0.00% is 96.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.229386
operator_accuracy_drop,DHL-WH-NJ01,2023-02-08,0.0,100.0,100.0,HIGH,Operator 30 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.229422
operator_accuracy_drop,DHL-WH-NJ01,2023-03-24,0.0,96.6667,96.6667,HIGH,Operator 30 accuracy 0.00% is 96.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.229459
operator_accuracy_drop,DHL-WH-NJ01,2023-06-08,0.0,100.0,100.0,HIGH,Operator 30 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.229496
operator_accuracy_drop,DHL-WH-TX03,2022-03-22,0.0,100.0,100.0,HIGH,Operator 30 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.230461
operator_accuracy_drop,DHL-WH-TX03,2023-01-04,0.0,100.0,100.0,HIGH,Operator 30 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.230505
operator_accuracy_drop,DHL-WH-TX03,2023-01-13,0.0,96.6667,96.6667,HIGH,Operator 30 accuracy 0.00% is 96.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.230547
operator_accuracy_drop,DHL-WH-TX03,2023-11-23,0.0,100.0,100.0,HIGH,Operator 30 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.230596
operator_accuracy_drop,DHL-WH-TX03,2023-12-22,0.0,96.6667,96.6667,HIGH,Operator 30 accuracy 0.00% is 96.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.230633
operator_accuracy_drop,DHL-WH-IL02,2023-10-10,50.0,100.0,50.0,HIGH,Operator 31 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.231546
operator_accuracy_drop,DHL-WH-NJ01,2022-04-11,50.0,100.0,50.0,HIGH,Operator 31 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.232473
operator_accuracy_drop,DHL-WH-NJ01,2022-08-30,0.0,100.0,100.0,HIGH,Operator 31 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.232517
operator_accuracy_drop,DHL-WH-NJ01,2023-02-28,0.0,100.0,100.0,HIGH,Operator 31 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.232558
operator_accuracy_drop,DHL-WH-NJ01,2023-04-20,0.0,100.0,100.0,HIGH,Operator 31 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.232597
operator_accuracy_drop,DHL-WH-NJ01,2023-05-22,0.0,96.6667,96.6667,HIGH,Operator 31 accuracy 0.00% is 96.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.232633
operator_accuracy_drop,DHL-WH-NJ01,2023-07-18,0.0,100.0,100.0,HIGH,Operator 31 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.232670
operator_accuracy_drop,DHL-WH-NJ01,2023-11-15,0.0,100.0,100.0,HIGH,Operator 31 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.232717
operator_accuracy_drop,DHL-WH-TX03,2022-01-23,50.0,100.0,50.0,HIGH,Operator 31 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.233618
operator_accuracy_drop,DHL-WH-TX03,2022-07-10,50.0,100.0,50.0,HIGH,Operator 31 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.233662
operator_accuracy_drop,DHL-WH-TX03,2022-09-21,50.0,100.0,50.0,HIGH,Operator 31 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.233713
operator_accuracy_drop,DHL-WH-TX03,2022-11-21,0.0,100.0,100.0,HIGH,Operator 31 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.233753
operator_accuracy_drop,DHL-WH-TX03,2023-05-26,0.0,100.0,100.0,HIGH,Operator 31 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.233790
operator_accuracy_drop,DHL-WH-TX03,2023-10-23,0.0,100.0,100.0,HIGH,Operator 31 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.233826
operator_accuracy_drop,DHL-WH-IL02,2022-12-15,50.0,100.0,50.0,HIGH,Operator 32 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.234737
operator_accuracy_drop,DHL-WH-IL02,2023-01-25,0.0,100.0,100.0,HIGH,Operator 32 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.234785
operator_accuracy_drop,DHL-WH-IL02,2023-02-12,0.0,96.6667,96.6667,HIGH,Operator 32 accuracy 0.00% is 96.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.234827
operator_accuracy_drop,DHL-WH-IL02,2023-07-31,0.0,100.0,100.0,HIGH,Operator 32 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.234864
operator_accuracy_drop,DHL-WH-NJ01,2022-07-08,0.0,100.0,100.0,HIGH,Operator 32 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.235780
operator_accuracy_drop,DHL-WH-NJ01,2023-07-03,0.0,100.0,100.0,HIGH,Operator 32 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.235823
operator_accuracy_drop,DHL-WH-NJ01,2023-12-06,0.0,100.0,100.0,HIGH,Operator 32 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.235864
operator_accuracy_drop,DHL-WH-TX03,2022-05-22,0.0,100.0,100.0,HIGH,Operator 32 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.236777
operator_accuracy_drop,DHL-WH-TX03,2022-07-22,0.0,96.6667,96.6667,HIGH,Operator 32 accuracy 0.00% is 96.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.236819
operator_accuracy_drop,DHL-WH-IL02,2022-12-22,50.0,100.0,50.0,HIGH,Operator 33 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.237716
operator_accuracy_drop,DHL-WH-IL02,2023-08-24,0.0,100.0,100.0,HIGH,Operator 33 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.237761
operator_accuracy_drop,DHL-WH-NJ01,2023-05-06,0.0,100.0,100.0,HIGH,Operator 33 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.238668
operator_accuracy_drop,DHL-WH-TX03,2022-01-26,0.0,100.0,100.0,HIGH,Operator 33 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.239571
operator_accuracy_drop,DHL-WH-IL02,2022-02-12,0.0,100.0,100.0,HIGH,Operator 34 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.240466
operator_accuracy_drop,DHL-WH-IL02,2022-04-01,0.0,96.6667,96.6667,HIGH,Operator 34 accuracy 0.00% is 96.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.240510
operator_accuracy_drop,DHL-WH-IL02,2022-09-29,50.0,100.0,50.0,HIGH,Operator 34 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.240551
operator_accuracy_drop,DHL-WH-IL02,2023-04-21,50.0,100.0,50.0,HIGH,Operator 34 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.240589
operator_accuracy_drop,DHL-WH-IL02,2023-07-02,0.0,100.0,100.0,HIGH,Operator 34 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.240625
operator_accuracy_drop,DHL-WH-IL02,2023-08-08,0.0,96.6667,96.6667,HIGH,Operator 34 accuracy 0.00% is 96.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.240663
operator_accuracy_drop,DHL-WH-NJ01,2022-04-26,0.0,100.0,100.0,HIGH,Operator 34 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.241594
operator_accuracy_drop,DHL-WH-NJ01,2022-07-08,0.0,100.0,100.0,HIGH,Operator 34 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.241637
operator_accuracy_drop,DHL-WH-NJ01,2023-04-29,0.0,100.0,100.0,HIGH,Operator 34 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.241677
operator_accuracy_drop,DHL-WH-NJ01,2023-08-04,0.0,100.0,100.0,HIGH,Operator 34 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.241726
operator_accuracy_drop,DHL-WH-TX03,2022-02-04,0.0,100.0,100.0,HIGH,Operator 34 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.242617
operator_accuracy_drop,DHL-WH-TX03,2022-03-01,0.0,96.6667,96.6667,HIGH,Operator 34 accuracy 0.00% is 96.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.242660
operator_accuracy_drop,DHL-WH-TX03,2022-03-17,50.0,96.6667,46.6667,HIGH,Operator 34 accuracy 50.00% is 46.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.242710
operator_accuracy_drop,DHL-WH-TX03,2022-12-14,0.0,100.0,100.0,HIGH,Operator 34 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.242748
operator_accuracy_drop,DHL-WH-TX03,2023-08-09,0.0,100.0,100.0,HIGH,Operator 34 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.242784
operator_accuracy_drop,DHL-WH-TX03,2023-10-27,50.0,100.0,50.0,HIGH,Operator 34 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.242818
operator_accuracy_drop,DHL-WH-IL02,2022-11-11,0.0,100.0,100.0,HIGH,Operator 35 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.243717
operator_accuracy_drop,DHL-WH-IL02,2023-05-17,50.0,100.0,50.0,HIGH,Operator 35 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.243764
operator_accuracy_drop,DHL-WH-IL02,2023-06-03,0.0,98.3333,98.3333,HIGH,Operator 35 accuracy 0.00% is 98.3pp below their 30-day average (98.33%),2026-06-13T20:22:22.243807
operator_accuracy_drop,DHL-WH-IL02,2023-12-10,0.0,100.0,100.0,HIGH,Operator 35 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.243844
operator_accuracy_drop,DHL-WH-IL02,2023-12-17,0.0,96.6667,96.6667,HIGH,Operator 35 accuracy 0.00% is 96.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.243879
operator_accuracy_drop,DHL-WH-NJ01,2022-04-11,0.0,100.0,100.0,HIGH,Operator 35 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.244786
operator_accuracy_drop,DHL-WH-NJ01,2022-08-14,0.0,100.0,100.0,HIGH,Operator 35 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.244830
operator_accuracy_drop,DHL-WH-NJ01,2022-09-17,66.667,96.6667,29.9997,HIGH,Operator 35 accuracy 66.67% is 30.0pp below their 30-day average (96.67%),2026-06-13T20:22:22.244872
operator_accuracy_drop,DHL-WH-NJ01,2023-05-04,0.0,100.0,100.0,HIGH,Operator 35 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.244909
operator_accuracy_drop,DHL-WH-TX03,2022-08-19,0.0,100.0,100.0,HIGH,Operator 35 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.245848
operator_accuracy_drop,DHL-WH-TX03,2022-09-20,0.0,96.6667,96.6667,HIGH,Operator 35 accuracy 0.00% is 96.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.245892
operator_accuracy_drop,DHL-WH-TX03,2023-02-24,0.0,100.0,100.0,HIGH,Operator 35 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.245931
operator_accuracy_drop,DHL-WH-TX03,2023-05-17,0.0,100.0,100.0,HIGH,Operator 35 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.245969
operator_accuracy_drop,DHL-WH-TX03,2023-07-22,0.0,100.0,100.0,HIGH,Operator 35 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.246005
operator_accuracy_drop,DHL-WH-IL02,2022-10-07,0.0,100.0,100.0,HIGH,Operator 36 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.246964
operator_accuracy_drop,DHL-WH-IL02,2022-11-04,0.0,96.6667,96.6667,HIGH,Operator 36 accuracy 0.00% is 96.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.247007
operator_accuracy_drop,DHL-WH-IL02,2023-07-12,0.0,100.0,100.0,HIGH,Operator 36 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.247045
operator_accuracy_drop,DHL-WH-NJ01,2022-02-16,0.0,100.0,100.0,HIGH,Operator 36 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.247947
operator_accuracy_drop,DHL-WH-NJ01,2022-04-22,0.0,100.0,100.0,HIGH,Operator 36 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.247989
operator_accuracy_drop,DHL-WH-NJ01,2022-05-10,50.0,96.6667,46.6667,HIGH,Operator 36 accuracy 50.00% is 46.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.248026
operator_accuracy_drop,DHL-WH-NJ01,2023-12-09,0.0,100.0,100.0,HIGH,Operator 36 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.248064
operator_accuracy_drop,DHL-WH-TX03,2022-03-30,0.0,100.0,100.0,HIGH,Operator 36 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.248978
operator_accuracy_drop,DHL-WH-TX03,2022-09-13,50.0,100.0,50.0,HIGH,Operator 36 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.249021
operator_accuracy_drop,DHL-WH-IL02,2023-02-18,0.0,100.0,100.0,HIGH,Operator 37 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.249921
operator_accuracy_drop,DHL-WH-IL02,2023-03-07,0.0,96.6667,96.6667,HIGH,Operator 37 accuracy 0.00% is 96.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.249964
operator_accuracy_drop,DHL-WH-NJ01,2022-12-08,0.0,100.0,100.0,HIGH,Operator 37 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.250858
operator_accuracy_drop,DHL-WH-NJ01,2022-12-10,50.0,96.6667,46.6667,HIGH,Operator 37 accuracy 50.00% is 46.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.250902
operator_accuracy_drop,DHL-WH-TX03,2022-01-29,0.0,100.0,100.0,HIGH,Operator 37 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.251805
operator_accuracy_drop,DHL-WH-TX03,2022-06-20,0.0,100.0,100.0,HIGH,Operator 37 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.251850
operator_accuracy_drop,DHL-WH-TX03,2022-11-13,0.0,100.0,100.0,HIGH,Operator 37 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.251889
operator_accuracy_drop,DHL-WH-TX03,2022-12-28,50.0,100.0,50.0,HIGH,Operator 37 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.251925
operator_accuracy_drop,DHL-WH-TX03,2023-04-14,0.0,100.0,100.0,HIGH,Operator 37 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.251960
operator_accuracy_drop,DHL-WH-IL02,2022-03-17,0.0,100.0,100.0,HIGH,Operator 38 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.252873
operator_accuracy_drop,DHL-WH-IL02,2023-06-15,0.0,100.0,100.0,HIGH,Operator 38 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.252916
operator_accuracy_drop,DHL-WH-IL02,2023-10-07,0.0,100.0,100.0,HIGH,Operator 38 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.252954
operator_accuracy_drop,DHL-WH-NJ01,2022-03-26,0.0,100.0,100.0,HIGH,Operator 38 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.253851
operator_accuracy_drop,DHL-WH-TX03,2022-05-15,0.0,100.0,100.0,HIGH,Operator 38 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.254735
operator_accuracy_drop,DHL-WH-TX03,2022-07-31,0.0,100.0,100.0,HIGH,Operator 38 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.254778
operator_accuracy_drop,DHL-WH-TX03,2023-09-10,0.0,100.0,100.0,HIGH,Operator 38 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.254819
operator_accuracy_drop,DHL-WH-IL02,2022-03-24,0.0,100.0,100.0,HIGH,Operator 39 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.255712
operator_accuracy_drop,DHL-WH-IL02,2022-07-24,0.0,100.0,100.0,HIGH,Operator 39 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.255754
operator_accuracy_drop,DHL-WH-IL02,2022-09-30,50.0,100.0,50.0,HIGH,Operator 39 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.255790
operator_accuracy_drop,DHL-WH-IL02,2022-11-01,0.0,98.3333,98.3333,HIGH,Operator 39 accuracy 0.00% is 98.3pp below their 30-day average (98.33%),2026-06-13T20:22:22.255827
operator_accuracy_drop,DHL-WH-IL02,2023-01-20,0.0,100.0,100.0,HIGH,Operator 39 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.255862
operator_accuracy_drop,DHL-WH-IL02,2023-01-27,0.0,96.6667,96.6667,HIGH,Operator 39 accuracy 0.00% is 96.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.255897
operator_accuracy_drop,DHL-WH-IL02,2023-04-30,0.0,100.0,100.0,HIGH,Operator 39 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.255931
operator_accuracy_drop,DHL-WH-NJ01,2022-03-02,0.0,100.0,100.0,HIGH,Operator 39 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.256828
operator_accuracy_drop,DHL-WH-TX03,2022-01-21,50.0,100.0,50.0,HIGH,Operator 39 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.257716
operator_accuracy_drop,DHL-WH-TX03,2023-05-02,50.0,100.0,50.0,HIGH,Operator 39 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.257758
operator_accuracy_drop,DHL-WH-TX03,2023-05-28,0.0,98.3333,98.3333,HIGH,Operator 39 accuracy 0.00% is 98.3pp below their 30-day average (98.33%),2026-06-13T20:22:22.257797
operator_accuracy_drop,DHL-WH-TX03,2023-09-26,0.0,100.0,100.0,HIGH,Operator 39 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.257834
operator_accuracy_drop,DHL-WH-IL02,2022-01-26,0.0,100.0,100.0,HIGH,Operator 40 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.258727
operator_accuracy_drop,DHL-WH-IL02,2022-05-22,0.0,100.0,100.0,HIGH,Operator 40 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.258769
operator_accuracy_drop,DHL-WH-IL02,2022-09-15,0.0,100.0,100.0,HIGH,Operator 40 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.258806
operator_accuracy_drop,DHL-WH-IL02,2023-03-08,0.0,100.0,100.0,HIGH,Operator 40 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.258843
operator_accuracy_drop,DHL-WH-NJ01,2022-01-20,0.0,100.0,100.0,HIGH,Operator 40 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.259726
operator_accuracy_drop,DHL-WH-NJ01,2022-01-26,0.0,90.0,90.0,HIGH,Operator 40 accuracy 0.00% is 90.0pp below their 30-day average (90.00%),2026-06-13T20:22:22.259768
operator_accuracy_drop,DHL-WH-TX03,2022-04-29,0.0,100.0,100.0,HIGH,Operator 40 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.260639
operator_accuracy_drop,DHL-WH-TX03,2022-06-30,0.0,100.0,100.0,HIGH,Operator 40 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.260682
operator_accuracy_drop,DHL-WH-TX03,2023-04-30,0.0,100.0,100.0,HIGH,Operator 40 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.260735
operator_accuracy_drop,DHL-WH-TX03,2023-10-20,0.0,100.0,100.0,HIGH,Operator 40 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.260773
operator_accuracy_drop,DHL-WH-IL02,2023-02-19,0.0,100.0,100.0,HIGH,Operator 41 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.261655
operator_accuracy_drop,DHL-WH-IL02,2023-07-25,0.0,100.0,100.0,HIGH,Operator 41 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.261709
operator_accuracy_drop,DHL-WH-NJ01,2022-06-21,0.0,100.0,100.0,HIGH,Operator 41 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.262631
operator_accuracy_drop,DHL-WH-NJ01,2022-07-07,0.0,96.6667,96.6667,HIGH,Operator 41 accuracy 0.00% is 96.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.262674
operator_accuracy_drop,DHL-WH-NJ01,2022-09-21,0.0,100.0,100.0,HIGH,Operator 41 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.262727
operator_accuracy_drop,DHL-WH-NJ01,2023-01-03,0.0,100.0,100.0,HIGH,Operator 41 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.262765
operator_accuracy_drop,DHL-WH-NJ01,2023-08-19,0.0,100.0,100.0,HIGH,Operator 41 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.262801
operator_accuracy_drop,DHL-WH-TX03,2022-07-27,0.0,100.0,100.0,HIGH,Operator 41 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.263842
operator_accuracy_drop,DHL-WH-TX03,2022-08-06,50.0,96.6667,46.6667,HIGH,Operator 41 accuracy 50.00% is 46.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.263886
operator_accuracy_drop,DHL-WH-TX03,2022-10-09,0.0,100.0,100.0,HIGH,Operator 41 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.263927
operator_accuracy_drop,DHL-WH-TX03,2022-11-01,50.0,96.6667,46.6667,HIGH,Operator 41 accuracy 50.00% is 46.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.263966
operator_accuracy_drop,DHL-WH-TX03,2023-05-20,0.0,100.0,100.0,HIGH,Operator 41 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.264002
operator_accuracy_drop,DHL-WH-TX03,2023-10-01,0.0,100.0,100.0,HIGH,Operator 41 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.264038
operator_accuracy_drop,DHL-WH-IL02,2022-06-04,0.0,100.0,100.0,HIGH,Operator 42 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.264945
operator_accuracy_drop,DHL-WH-IL02,2022-09-01,0.0,100.0,100.0,HIGH,Operator 42 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.264987
operator_accuracy_drop,DHL-WH-IL02,2022-09-07,0.0,96.6667,96.6667,HIGH,Operator 42 accuracy 0.00% is 96.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.265028
operator_accuracy_drop,DHL-WH-IL02,2022-10-26,0.0,100.0,100.0,HIGH,Operator 42 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.265065
operator_accuracy_drop,DHL-WH-IL02,2023-01-27,0.0,100.0,100.0,HIGH,Operator 42 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.265100
operator_accuracy_drop,DHL-WH-IL02,2023-05-05,0.0,100.0,100.0,HIGH,Operator 42 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.265135
operator_accuracy_drop,DHL-WH-IL02,2023-05-31,0.0,96.6667,96.6667,HIGH,Operator 42 accuracy 0.00% is 96.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.265169
operator_accuracy_drop,DHL-WH-IL02,2023-09-15,0.0,100.0,100.0,HIGH,Operator 42 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.265204
operator_accuracy_drop,DHL-WH-NJ01,2022-05-28,0.0,100.0,100.0,HIGH,Operator 42 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.266109
operator_accuracy_drop,DHL-WH-NJ01,2022-11-22,0.0,100.0,100.0,HIGH,Operator 42 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.266151
operator_accuracy_drop,DHL-WH-NJ01,2023-12-21,0.0,100.0,100.0,HIGH,Operator 42 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.266191
